created_at,user_id,text,favorite_count,retweet_count,reply_count,cleaned_text
2024-12-05 09:20:07+00:00,1298972889509556225,"#NEPSE
2,734.93(-15.93/-0.57%)
BANKSUBIND
1,440.26(-14.15/-0.97%)
HYDPOWIND
3,615.98(-32.17/-0.88%)
MICRFININD
5,052.92(-58.35/-1.14%)
Closed
Turnover: 8,369,687,402.72
Volume: 16,797,727
https://t.co/2Esvj5qCBM",2,0,0,banksubind hydpowind micrfinind closed turnover volume
2024-12-05 09:17:17+00:00,1499752400848326656,"Market Summary of 2024-12-05
Total turnover was Rs 8.37 Arb Top Gainer KKHC with +9.98% gain &amp; Top Looser SMB with -8.37% loss 
 #NEPSE #NepalStockExchange",0,0,0,market summary total turnover r arb top gainer kkhc gain amp top looser smb loss
2024-12-05 09:16:27+00:00,1499752400848326656,"Market Closed with -0.57% LOSS 🔴
NEPSE Index is at 2734.93 with -15.93 (-0.57%) 
 #NEPSE #NepalStockExchange",0,0,0,market closed loss nepse index
2024-12-05 09:08:00+00:00,1298972889509556225,"#NEPSE
2,717.39(-33.48/-1.21%)
BANKSUBIND
1,437.29(-17.11/-1.17%)
Active ( 2:50 )
Turnover: 7,207,993,367.34
Event:
1.BRI was sign unexpectedly on yesterday though is said in media, it was discussed with Deuba. Market isnt taking it positively.
https://t.co/2Esvj5qCBM",1,0,0,banksubind active turnover event bri sign unexpectedly yesterday though said medium discussed deuba market isnt taking positively
2024-12-05 08:51:01+00:00,439813341,It's time for finance army to save the market.  #NEPSE 😂😂😂,24,0,5,time finance army save market
2024-12-05 08:46:43+00:00,1252996919531499520,"$BPCL agoo 💥💥💥💥

#NEPSE #ipo #FPO",0,0,0,bpcl agoo
2024-12-05 07:54:27+00:00,1591052297844375552,"THAT 10000 BITCOIN WORTH OF PIZZA !!!

OH MY FUCKING GOD!!!

#NEPSE 

😂",2,0,0,bitcoin worth pizza oh fucking god
2024-12-05 06:54:43+00:00,1799078546444517377,"#NEPSE 
I really shall start buying C. Banking , Will Let it be there for 30-40% gains",3,0,0,really shall start buying c banking let gain
2024-12-05 06:48:19+00:00,1860172717208580096,"NEPSE dips (-0.33%) despite bullish news. Hydro volume's sky-high but price barely budges. 🤔 Non-Life Insurance gains while rest bleed. Classic NEPSE, decoupling from reality. 🤷  #NEPSE",0,0,0,nepse dip despite bullish news hydro volume skyhigh price barely budge nonlife insurance gain rest bleed classic nepse decoupling reality
2024-12-05 06:26:44+00:00,1847587638045491200,"Want to get around Nepal easily? Learn how to register and book a ride through #Pathao in just a few steps! 
Read more here: https://t.co/4C4UfiGbpM #Transportation #Nepal #pathao #NPLt20 #NEPSE #NepalCricket  #hownepal",0,0,0,want get around nepal easily learn register book ride step read
2024-12-05 05:52:03+00:00,1591052297844375552,ME AND MY FRIEND WATCHING EACH OTHER PORTFOLIO #NEPSE 😂 https://t.co/eBbMR7nb9h,4,0,0,friend watching portfolio
2024-12-05 05:48:02+00:00,923561671603380225,The 2780 resistance will act as a strong support in the future. It's just a matter of time until #NEPSE breaks through it.,1,0,0,resistance act strong support future matter time break
2024-12-05 05:47:02+00:00,1348406964,"Bullish perspective Nepse.
#Nepse https://t.co/sfVxhNYaGs",19,1,0,bullish perspective nepse
2024-12-05 05:41:35+00:00,1860172717208580096,"NEPSE dips 0.52% despite positive news, volume remains high at 607M. Trading (-2.62%) and Hotels (-1.32%) plummet, but Non-Life Insurance (+0.56%) gains? Liquidity trap or strategic plays? 🤨 #NEPSE",0,0,0,nepse dip despite positive news volume remains high trading hotel plummet nonlife insurance gain liquidity trap strategic play
2024-12-05 05:32:38+00:00,1724058168043446272,"Taragaon Regency Hotels Ltd. (Ticker: TRH) has proposed dividend for the Fiscal Year 2080/81. The company has proposed 11%  dividend.
#stocksessions #nepse #dividendalert #taragaonhotel https://t.co/HWig0yP0FE",3,0,0,taragaon regency hotel ltd ticker trh proposed dividend fiscal year company proposed dividend
2024-12-05 05:26:46+00:00,805448816828813312,"NEPSE LIVE TRADING https://t.co/vcvDQqkdtR via @YouTube

#NEPSE #livestream #technicalanalaysis https://t.co/NhyiROgsbH",1,0,0,nepse live trading via
2024-12-05 05:11:35+00:00,1724058168043446272,"CHHIMEK Laghubitta Bittiya Sanstha Ltd. (Ticker: CBBL) has proposed dividend
for the Fiscal Year 2080/81. The company has proposed 15%  dividend.
#stocksessions #nepse #dividendalert #cbbl https://t.co/NVuBtg48lg",7,0,0,chhimek laghubitta bittiya sanstha ltd ticker cbbl proposed dividend fiscal year company proposed dividend
2024-12-05 05:07:22+00:00,1499752400848326656,"Pre Open Updates 2024-12-05
NEPSE Index is at 2752.37 Change: 1.5 (0.05%)   with Top Gainer CYCL with +2% gain&amp; Top Looser SMB with -2% loss
 #NEPSE #NepalStockExchange",0,0,0,pre open update nepse index change top gainer cycl gainamp top looser smb loss
2024-12-05 04:55:06+00:00,1499752400848326656,"Gold Silver Price Alert 2081/Mansir/20
Gold Price up by 300 🟢
Fine Gold: 150700/tola
Silver Price up by 15 🟢
Silver: 1880/tola
 #NEPSE #NepalStockExchange",0,0,0,gold silver price alert mansir gold price fine gold tola silver price silver tola
2024-12-05 04:54:12+00:00,1418557133759520772,"Today's News  
(Thursday, December 5th, 2024)    

#NEPSE #MallaStock11 #TodaysAnnouncement #ShareMarket #TodaysNews https://t.co/dXm3AyTnBD",1,1,0,today news thursday december th
2024-12-05 04:26:52+00:00,1799078546444517377,"#NEPSE 

Can anyone help me chart AHL according to elliot wave , from the beginning of the chart , how do you differ impulse wave or corrective waves when the trading has just began ?",1,0,0,anyone help chart ahl according elliot wave beginning chart differ impulse wave corrective wave trading began
2024-12-05 03:18:44+00:00,1591052297844375552,"A SOLID GREEN DAY TODAY !!! #NEPSE

MAYBE!!",6,0,0,solid green day today maybe
2024-12-04 18:15:00+00:00,4330718412,"The NEPSE index declined by 24.97 points on Wednesday, closing at 2,750.87 points with turnover worth more than Rs. 9.13 billion. Three  companies reached the positive circuit level.

#NEPSE #NEPSElive #NepaliPaisa

https://t.co/iLAv72G80g https://t.co/i8ols4sEVx",0,0,0,nepse index declined point wednesday closing point turnover worth r billion three company reached positive circuit level
2024-12-04 16:57:40+00:00,1578755500464041985,"Hydro and Development Bank is breaking 2800 soon!
#NEPSE",3,0,0,hydro development bank breaking soon
2024-12-04 16:12:14+00:00,1616690089874296832,"DHPL with an awesome breakout after so long 
#nepse #StockMarketUpdate #Nepal #NEWS",1,0,0,dhpl awesome breakout long
2024-12-04 15:15:02+00:00,1740680429592551424,"NEWS OF THE DAY
#bajarkochirfar #highlightsnews #nepse #bizshots https://t.co/bcd3KxWSCG",0,0,0,news day
2024-12-04 14:45:35+00:00,1778507827822374912,"The NEPSE index fell by 24.97 points to close at 2,750 on December 4, despite an increase in trading volume from Rs 8.52 billion to Rs 9.13 billion.
#NEPSE #StockMarket #Hydropower #TradingUpdate #NepalEconomy",1,0,0,nepse index fell point close december despite increase trading volume r billion r billion
2024-12-04 11:33:01+00:00,1520011219704303618,"Securities worth Rs 9.13 billion were traded on the bourse through 96,677 transactions on Wednesday. #HimalPress #Business #Nepse 

""Nepse down 24.97 points after two days of gains"" https://t.co/EB0Wg9RTaH",0,0,0,security worth r billion traded bourse transaction wednesday nepse point two day gain
2024-12-04 10:46:03+00:00,1798943149576122368,"PROPOSED DIVIDEND
#InvestInTomorrow #ShareBrokerage #KumariSecuriries #InvestmentGoals #NEPSE #NEPALSTOCKEXCHANGE  #MarketNavigation #FutureWealth https://t.co/smWIQdGb6N",0,0,0,proposed dividend
2024-12-04 10:45:01+00:00,1529437504155582466,"Today's Market Overview || 19 Mangsir 2081
.
.
. 
#naasasecurities #marketupdate #update #nepse #index #overview #sharemarket #sharebroker #brokerinnepal #dailyupdate #new #bestbroker  #nepal #mangsir #topbroker #learn #stockmarket #demat #meroshare #tms58 https://t.co/nFSAuE4UGk",0,0,0,today market overview mangsir
2024-12-04 10:43:30+00:00,960785663720415232,"""The Nepal Stock Exchange (NEPSE) plunged by 24. 97 points to close at 2,750.87 points on Wednesday""

#Nepse #AMN 
https://t.co/RpLV4aVYoZ",0,0,0,nepal stock exchange nepse plunged point close point wednesday
2024-12-04 10:29:02+00:00,1891149271,"NEPSE drops 24.97 points; 20 mln shares traded https://t.co/OiV7i7DC7q 
#NEPSE #sharemarket",0,0,0,nepse drop point mln share traded
2024-12-04 10:28:51+00:00,3241859406,"NEPSE drops 24.97 points; 20 mln shares traded https://t.co/DQqoaEfWsT 
#NEPSE #sharemarket",0,0,0,nepse drop point mln share traded
2024-12-04 10:26:42+00:00,715827440359178241,"The Nepal Stock Exchange (NEPSE) on Wednesday fell by 24.97 points (0.89%) to close at 2,750.87, after gaining 17.80 points in the previous session.
#khabarhub #NEPSE #sharemarket #Nepal https://t.co/Tg3abPZhoa",0,0,0,nepal stock exchange nepse wednesday fell point close gaining point previous session
2024-12-04 10:08:41+00:00,1841549342982995971,"Player in KKHC and JOSHI
#NEPSE https://t.co/Lb1oSlAygS",0,0,0,player kkhc joshi
2024-12-04 10:06:58+00:00,1298972889509556225,"Non fundamentalist in #NEPSE treating to fundamentalist 👇⬇️

 https://t.co/7oTm237Pab",14,0,6,non fundamentalist treating fundamentalist
2024-12-04 10:04:10+00:00,439813341,"So, if #BBC continues its fall,  #nepse will also likely follow or we will need the banking sector to be positive from here.",5,0,0,continues fall also likely follow need banking sector positive
2024-12-04 10:04:08+00:00,439813341,"We are still in the game, but today's candle shows that we are losing it. One thing we should consider is that this #nepse is highly affected by the #BBC now and today's candle is one reason for the negative circuit of that stock. https://t.co/j81GDcKcjO",19,0,6,still game today candle show losing one thing consider highly affected today candle one reason negative circuit stock
2024-12-04 09:58:21+00:00,1786576726895562752,"Portfolio Performance Today 
My Portfolio: 📉-0.01%
#NEPSE: 📉-0.90%
Share Yours via https://t.co/FtuRo9C1FT #dharke #portfolio",0,0,0,portfolio performance today portfolio share via
2024-12-04 09:56:50+00:00,1815300206134796289,"Top 10 gainers of the day! 🚀📈
Celebrating the market's rising stars, including JOSHI, RFPL, and KKHC. Stay ahead in the game with the latest updates!
#NEPSE #StockMarket #TopGainers #TradingSuccess #MarketMovers #NepalFinance #InvestmentOpportunities #Hydropower #StockUpdate https://t.co/M6Zh9DlK1E",0,0,0,top gainer day celebrating market rising star including joshi rfpl kkhc stay ahead game latest update
2024-12-04 09:45:53+00:00,1860172717208580096,"NEPSE dips 24.97 points, yet Hydro soars (+0.59%) defying broader market trend. Turnover hits 9.13B but prices fall?  Classic NEPSE head-fake or something else brewing? 🤨 #NEPSE",0,0,0,nepse dip point yet hydro soar defying broader market trend turnover hit b price fall classic nepse headfake something else brewing
2024-12-04 09:41:30+00:00,1815300206134796289,"Today's NEPSE sub-index performance highlights 📊📈
Stay updated with market trends in Banking, Finance, Hydropower, and more!
#NEPSE #StockMarket #Finance #InvestSmart #NepalEconomy #MarketUpdate #TradingInsights #Hydropower #BankingSector #Insurance https://t.co/UWh8CRgAdQ",1,0,1,today nepse subindex performance highlight stay updated market trend banking finance hydropower
2024-12-04 09:30:50+00:00,1815300206134796289,"💹 Top Turnover Stocks Today! 🚀
Stay updated for more insights!
#NEPSE #StockMarket #TopTurnover #NepalStockExchange #MarketTrends #Investment #Finance #sajhaartha https://t.co/pA3al8Fvap",0,0,0,top turnover stock today stay updated insight
2024-12-04 09:28:18+00:00,1815300206134796289,"📉 NEPSE closed at 2,750.87 today, down by 24.97 points (-0.89%). Stay informed on market trends!
#NEPSE #StockMarket #NepalStockExchange #MarketUpdate #Finance #Investment #sajhaartha https://t.co/PemXpIrNCA",0,0,0,nepse closed today point stay informed market trend
2024-12-04 09:24:11+00:00,439813341,"@Early_7_Bird Yes, #BBC just fucked up the #nepse index.😂😂😂",2,0,1,yes fucked index
2024-12-04 09:23:10+00:00,1499752400848326656,"Listing - 11% Bonus Shares of CHDC 
10,24,919.61 Units Bonus Share of CEDB Holdings Limited (CHDC) has been listed in NEPSE
 #NEPSE #NepalStockExchange",0,0,0,listing bonus share chdc unit bonus share cedb holding limited chdc listed nepse
2024-12-04 09:22:48+00:00,1799078546444517377,"#NEPSE

Fuck NEPSE INDEX it's too misleading these days , I'd rather look forward for that (v) wave of Hydro towards the previous top around 3800-4000 , Fingers and charts crossed , Happy Trading ! https://t.co/36RVDozlfg",0,0,0,fuck nepse index misleading day id rather look forward v wave hydro towards previous top around finger chart crossed happy trading
2024-12-04 09:17:18+00:00,1499752400848326656,"Market Summary of 2024-12-04
Total turnover was Rs 9.13 Arb Top Gainer KKHC with +9.99% gain &amp; Top Looser SMB with -10% loss 
 #NEPSE #NepalStockExchange",0,0,0,market summary total turnover r arb top gainer kkhc gain amp top looser smb loss
2024-12-04 09:16:31+00:00,1499752400848326656,"Market Closed with -0.89% LOSS 🔴
NEPSE Index is at 2750.87 with -24.97 (-0.89%) 
 #NEPSE #NepalStockExchange",0,0,0,market closed loss nepse index
2024-12-04 09:05:38+00:00,1620448270458970112,"Buy the dip
#NEPSE",1,0,0,buy dip
2024-12-04 09:04:42+00:00,1591052297844375552,"DEJA VU 

MAYBE THIS IS THE DIP WE ARE LOOKING FOR!!!

BUY RIGHT ??

#NEPSE",11,0,1,deja vu maybe dip looking buy right
2024-12-04 08:53:31+00:00,1591052297844375552,BUY THIS DIP YOU WONT REGRET IT !!! #NEPSE,8,0,0,buy dip wont regret
2024-12-04 08:43:46+00:00,439813341,WTF situation of #NEPSE. https://t.co/KQrHIzYm3o,8,0,9,wtf situation
2024-12-04 08:39:54+00:00,1298972889509556225,"#NEPSE
2,763.65(-12.19/-0.43%)
BANKSUBIND
1,459.00(-0.44/-0.03%)
HYDPOWIND
3,666.44(39.99/1.10%)
MICRFININD
5,106.74(1.68/0.03%)
Active Sessions
Continuous( 2:24)
Turnover: 6,761,314,794.85

https://t.co/g1RwYrm6mW",3,0,0,banksubind hydpowind micrfinind active session continuous turnover
2024-12-04 08:07:36+00:00,72503075,"@EduMinOfIndia @PMOIndia @narendramodi @dpradhanbjp @sanjayjavin @ncert @KVS_HQ @PIB_India @airnewsalerts @DDNewslive @cbseindia29 Has Tamil Nadu State been left out from the Survey?
#NEPSE 
#NEP 
@CMOTamilnadu 
@Chief_Secy_TN 
@tnschoolsedu 
@Anbil_Mahesh 
@kgbias",0,0,0,tamil nadu state left survey
2024-12-04 07:39:33+00:00,1860172717208580096,"Hydro soars (+1.24%) on mega volume (2.9B) despite no new projects. Trading (-6.93%) craters while Finance (+0.16%) inches up. BRI news barely moves the needle, classic over hype?  Liquidity drawdowns, really? 🤨 #NEPSE",0,0,0,hydro soar mega volume b despite new project trading crater finance inch bri news barely move needle classic hype liquidity drawdowns really
2024-12-04 07:33:30+00:00,1799078546444517377,"#NEPSE 

RHPL 

SHPC 

WATCHOUT !",0,0,0,rhpl shpc watchout
2024-12-04 07:30:04+00:00,1860172717208580096,"""Hydro jumps (1.15%) on project news, but trading plunges (-8.12%). Liquidity pull (50B) barely moves banking (0.1%). Volume high, yet index down. Makes sense?  Nope. 🤷 #NEPSE\n""",0,0,0,hydro jump project news trading plunge liquidity pull b barely move banking volume high yet index make sense nope n
2024-12-04 07:19:55+00:00,1860172717208580096,"""Hydro soars (+1.61%) on massive volume, yet NEPSE barely moves (-0.07%). Banks (+0.11%) inch up despite liquidity being pulled. Is the market ignoring the news or just playing a different game? 🧐 #NEPSE\n""",0,0,0,hydro soar massive volume yet nepse barely move bank inch despite liquidity pulled market ignoring news playing different game n
2024-12-04 07:15:15+00:00,1529437504155582466,"Tag the chill trader you know 😎

#naasasecurities #marketmeme #nepse #nepal  #trader #diverse #chillguy #trending #tms58 https://t.co/nJpeqKFk51",0,0,0,tag chill trader know
2024-12-04 07:02:14+00:00,1813800890366824450,ADDED MORE #HDL #NEPSE,1,1,0,added
2024-12-04 06:56:15+00:00,1298972889509556225,"#NEPSE
2,777.48(1.63/0.05%)
BANKSUBIND
1,464.95(5.50/0.37%)
HYDPOWIND
3,680.32(53.87/1.48%)
MICRFININD
5,125.51(20.44/0.40%)
Active Sessions
Continuous( 12:41 )
Turnover: 3,771,618,432.26
https://t.co/g1RwYrlyxo",1,0,0,banksubind hydpowind micrfinind active session continuous turnover
2024-12-04 06:55:47+00:00,1860172717208580096,"""Curious: Rashtra Bank pulls 50B, yet NEPSE closes up 0.08%? 🤔 Banking subindex rises 0.38% despite volume dip. Manufacturing surges 0.5% on low trading. Unusual patterns or market resilience? #NEPSE""",0,0,0,curious rashtra bank pull b yet nepse close banking subindex rise despite volume dip manufacturing surge low trading unusual pattern market resilience
2024-12-04 06:53:36+00:00,1860172717208580096,"""Curious: Hydropower Index soaring 📈 (+1.54%) despite Seti River project launch? Life Insurance plummeting 📉 (-1.48%) amid Nepal Life's charitable donation? Volume in Life Insurance sector skyrocketing, yet price dropping? Market logic, anyone? #NEPSE🤔📊🔍""",0,0,0,curious hydropower index soaring despite seti river project launch life insurance plummeting amid nepal life charitable donation volume life insurance sector skyrocketing yet price dropping market logic anyone
2024-12-04 06:49:33+00:00,1860172717208580096,"""Intriguing: NEPSE at 2784.96 (+0.32%) amid PM Oli's BRI optimism, yet Banking subindex dips (0.35%) despite proposed Nepal SBI dividend. Gold price hike fails to boost Life Insurance, dropping by a steep -1.3%. Puzzling market reactions? 🧐 #NEPSE""",0,0,0,intriguing nepse amid pm olis bri optimism yet banking subindex dip despite proposed nepal sbi dividend gold price hike fails boost life insurance dropping steep puzzling market reaction
2024-12-04 06:48:13+00:00,1860172717208580096,"""Curious: NEPSE up 0.38% despite news of Nepal Airlines default &amp; Warehousing loss 🤔. Meanwhile, HydroPower surges 1.9% on high volume, yet Life Insurance plummets -1.31% on mere whispers? #NEPSE #MarketContradictions #VolumeVsPricePuzzle""",0,0,0,curious nepse despite news nepal airline default amp warehousing loss meanwhile hydropower surge high volume yet life insurance plummet mere whisper
2024-12-04 06:34:41+00:00,244837646,Market to The Moon 🚀🚀 #nepse,1,0,0,market moon
2024-12-04 06:31:31+00:00,1064738497,What’s going on? 🤔 #NEPSE https://t.co/KoTjNTc2AB,1,0,0,whats going
2024-12-04 06:25:15+00:00,1724058168043446272,Nepal SBI Bank Nepal Ltd. (Ticker: SBI) has proposed dividend for the Fiscal Year 2080/81. The company has proposed 10.65%  dividend. #stocksessions #nepse #dividendalert #sbi https://t.co/bHOHAoEMxI,8,0,0,nepal sbi bank nepal ltd ticker sbi proposed dividend fiscal year company proposed dividend
2024-12-04 06:21:09+00:00,1591052297844375552,"NEED 2800 BREAKOUT!!! RN JUST BUY!!!

#NEPSE

NOT A FINANCIALADVICE https://t.co/CoGBo3KrRu",5,0,0,need breakout rn buy financialadvice
2024-12-04 06:14:40+00:00,1847587638045491200,"Need to recharge your Ncell SIM in Nepal?  Check out this step-by-step guide for 2024! Stay connected with ease. 🇳🇵
https://t.co/pbpc2AkjLC  #NcellRecharge #HowNepal #StayConnected #nepse #NPLt20 #NepalCricket",0,0,0,need recharge ncell sim nepal check stepbystep guide stay connected ease
2024-12-04 05:40:37+00:00,1860172717208580096,"Curious: NEPSE at 2775.85 (+0.64%), yet Life Insurance 📈 soars (+1.52%) despite no dividend news. Microfinance 📉 dips (-0.32%) despite women-led cooperative raising 7 crores. Volume 📈 in HydroPower, but price 📈 only slightly? #NEPSE #ContrarianView",0,0,0,curious nepse yet life insurance soar despite dividend news microfinance dip despite womenled cooperative raising crore volume hydropower price slightly
2024-12-04 05:31:20+00:00,1591052297844375552,WHEN I START BUYING #HDL #NEPSE 😂 https://t.co/q0P58cZCXb,1,0,0,start buying
2024-12-04 05:30:22+00:00,2975554754,Buying Nic now at 420 and selling them at 440 gives you 5% Net profit. #nepse,0,0,0,buying nic selling give net profit
2024-12-04 05:27:25+00:00,2975554754,Just buy and hold/stay for a month #nepse,0,0,0,buy holdstay month
2024-12-04 05:25:08+00:00,2975554754,Buy Nic shares ? #nepse,0,0,2,buy nic share
2024-12-04 05:24:51+00:00,2975554754,Shall we buy NiCasia shares as much as we can ?? #Nepse what’s your choice ??,0,0,0,shall buy nicasia share much whats choice
2024-12-04 05:22:29+00:00,2975554754,Are you guys selling BHL ? #Nepse,0,0,0,guy selling bhl
2024-12-04 05:07:12+00:00,1499752400848326656,"Pre Open Updates 2024-12-04
NEPSE Index is at 2795.57 Change: 19.72 (0.71%)   with Top Gainer SKBBL with +2% gain&amp; Top Looser BBC with -2% loss
 #NEPSE #NepalStockExchange",0,0,0,pre open update nepse index change top gainer skbbl gainamp top looser bbc loss
2024-12-04 05:02:10+00:00,805448816828813312,"NEPSE LIVE TRADING https://t.co/WHtizmE3FR via @YouTube

#LIVESTREAM #NEPSE https://t.co/CUxLg0ggW5",0,0,0,nepse live trading via
2024-12-04 04:55:06+00:00,1499752400848326656,"Gold Silver Price Alert 2081/Mansir/19
Gold Price up by 100 🟢
Fine Gold: 150400/tola
Silver Price up by 20 🟢
Silver: 1865/tola
 #NEPSE #NepalStockExchange",1,0,0,gold silver price alert mansir gold price fine gold tola silver price silver tola
2024-12-04 04:45:11+00:00,1499752400848326656,"Foreign Employment IPO Openings Alert! Guardian Micro Life Insurance Limited
 #ipoalert #ipo
 #NEPSE #NepalStockExchange",0,0,0,foreign employment ipo opening alert guardian micro life insurance limited
2024-12-04 04:30:50+00:00,1418557133759520772,"Today's News 
(Wednesday, December 4th, 2024)  

#NEPSE #MallaStock11 #TodaysAnnouncement #ShareMarket #TodaysNews https://t.co/aRSA4GjmtF",3,1,0,today news wednesday december th
